csd_id,smiles1,smiles2
ZIHXAS,c1cc(ccn1)C=Cc1ccncc1,CC(=O)c1ccc(cc1)B(O)O
ZIHXEW,COc1ccc(cc1)B(O)O,c1cc(ccn1)C=Cc1ccncc1
ZIHXIA,C1COCCOCCOCCOCCO1,[O][Xe]([O])[O]
ZILMUF,O=N(=O)c1cc(c(C=Cc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O,c1cc(ccn1)C=Cc1ccncc1
ZIPGEN,Nc1ccccc1C(O)=O,NC(=O)c1ccncc1
ZIPGIR,Nc1cccc(c1)C(O)=O,NC(=O)c1ccncc1
ZIPGUD,OC(=O)c1ccccc1N(=O)=O,NC(=O)c1ccncc1
ZIPHEO,COc1ccccc1C(O)=O,NC(=O)c1ccncc1
ZIPHOY,OC(=O)c1ccccc1Cl,NC(=O)c1ccncc1
ZIPJAM,NC(=O)c1ccncc1,OC(=O)c1cccc(Cl)c1
ZIPJEQ,OC(=O)c1cc(Cl)ccc1O,NC(=O)c1ccncc1
ZIYFOF,NC1=Nc2ccc(OC(F)(F)F)cc2S1,COc1cc(cc(OC)c1OC)C(O)=O
ZIYFUL,NC(=O)c1cccnc1,NC1=Nc2ccc(OC(F)(F)F)cc2S1
AFUROL,CC1=CC(=NN1)C=Nc1ccccc1O,CC1=NNC(=C1)C=Nc1ccccc1O
BIYJUR,OC(=O)c1ccccc1SSc1ccccc1C(O)=O,OC(=O)c1cccc(Cl)c1
BIYNOP,Fc1c(F)c(I)c(F)c(F)c1I,Brc1ccc2ccc3cccnc3c2n1
BIZYUH,COc1nc(OC)c(nc1N(=O)=O)N(=O)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O
BIZZAO,Cc1cnc(C)cn1,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O
BOBGOR,CC(C)(C)c1ccc(cc1)C(c1ccc(OCC#CC#CCOc2ccc(cc2)C(c2ccc(cc2)C(C)(C)C)(c2ccc(cc2)C(C)(C)C)c2ccc(cc2)C(C)(C)C)cc1)(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C,c1cc2nc(c1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccc2cc1
BOBGUX,c1cc2nc(c1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccc2cc1,CC(C)(C)c1cc(OCC#CC#CCOc2cc(cc(c2)C(C)(C)C)C(C)(C)C)cc(c1)C(C)(C)C
BOBHEI,CC(C)[Si](OCCC#CC#CCOCc1cc(cc(c1)N(=O)=O)N(=O)=O)(C(C)C)C(C)C,c1cc2nc(c1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccc2cc1
BODSUL,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,CC(=O)Nc1ccc(O)cc1
BOKJOD,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,CCc1c(CN2C=C(C=N2)c2ccccc2)c(CC)c(CN2C=C(C=N2)c2ccccc2)c(CC)c1CN1C=C(C=N1)c1ccccc1
BOLNOI,CN(C)P(=O)(N(C)C)N(C)C,FC(F)(F)C(Cl)Br
BONGAP,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,Cc1nc2ccccc2nc1C
BUCWEE,OS(=O)(=O)C(F)(F)F,FC(F)(F)S(=O)(=O)OBr(=O)=O
CIZLUV,Fc1c(F)c(I)c(F)c(F)c1I,C1=CN2C(=N1)N1C=CN=C1N1C=CN=C21
COKNIC,OC(=O)CNC(=O)OCC1c2ccccc2c2ccccc12,c1cc(ccn1)c1ccncc1
COLVAD,FC(F)(F)S(=O)(=O)Nc1ccccc1,FC(F)(F)S(=O)(=O)Oc1cccc2CCC3(CCC(=O)N3)c12
COSHAW,c1ccc2cc3ccccc3cc2c1,Fc1c(F)c(F)c2C(=O)c3c(F)c(F)c(F)c(F)c3C(=O)c2c1F
COSHOK,Fc1c(F)c(F)c2C(=O)c3c(F)c(F)c(F)c(F)c3C(=O)c2c1F,c1ccc2cc3cc4ccccc4cc3cc2c1
COSKUT,NNC(=O)c1ccncc1,COc1cc(cc(OC)c1O)C(O)=O
COVVUH,N#Cc1cc(C#N)c(cc1C#N)C#N,OC(=O)c1c2ccccc2cc2ccccc12
COWQOX,c1ccc(nc1)c1ccccn1,OC1=C(I)C(=O)C(=C(I)C1=O)O
COXJAD,CCCCOc1cc(OC)cc2C3Oc4ccccc4C(=O)C3(C(C)(O)Cc12)S(=O)(=O)c1ccc(C)cc1,CCCCOc1cc(OC)cc(C2Oc3ccccc3C(=O)C2S(=O)(=O)c2ccc(C)cc2)c1CC(C)=O
COYLEK,Cc1ccc(cc1)C1=C(c2ccc(C)cc2)c2ccccc2C(N1)=Cc1nc(c2ccc(C)cc2)c(c2ccc(C)cc2)c2ccccc12,Cc1ccc(cc1)C1=C(c2ccc(C)cc2)c2ccccc2C(S1)=Cc1nc(c2ccc(C)cc2)c(c2ccc(C)cc2)c2ccccc12
CUDCEM,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc1ccc(O)cc1,O=C1CCCC(=O)N1
CUDCIQ,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc1ccc(O)cc1,CC(N)=O
CUMLOO,N1C=CN=C1,O=N(=O)c1cc(c(NC2=NON=C2Nc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O
DOGBAF,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,OC(=O)c1ccccc1
DOGBEJ,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,Oc1ccc2ccccc2c1
DOGBIN,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,COc1ccc(cc1)C(O)=O
DOGBOT,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
DOGCAG,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,OC(=O)c1ccccc1O
DOGCEK,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,OC(=O)c1cccc(c1)C(O)=O
DOGCIO,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,Oc1cccc(O)c1
DOGCOU,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,OC(=O)C=CC(O)=O
DOGCUA,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,OC(=O)CC(O)=O
DOGDEL,CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,OC(=O)c1cc(O)cc(O)c1
DOKQAY,S1c2ccc3Sc4ccc5Sc6ccc1c1c2c3c4c5c61,CC(C)(C)c1ccc(Nc2c(Cl)c3c4c(Cl)c(Nc5ccc(cc5)C(C)(C)C)c(Cl)c5c6c(Cl)c(Nc7ccc(cc7)C(C)(C)C)c(Cl)c7c8c(Cl)c(Nc9ccc(cc9)C(C)(C)C)c(Cl)c9c%10c(Cl)c(Nc%11ccc(cc%11)C(C)(C)C)c(Cl)c%11c%12c(Cl)c(Nc%13ccc(cc%13)C(C)(C)C)c(Cl)c%13c(c2Cl)c3c2c(c45)c(c67)c(c89)c(c%10%11)c2c%12%13)cc1
DOKQEC,CC(C)c1ccc(Nc2c(Cl)c3c4c(Cl)c(Nc5ccc(cc5)C(C)C)c(Cl)c5c6c(Cl)c(Nc7ccc(cc7)C(C)C)c(Cl)c7c8c(Cl)c(Nc9ccc(cc9)C(C)C)c(Cl)c9c%10c(Cl)c(Nc%11ccc(cc%11)C(C)C)c(Cl)c%11c%12c(Cl)c(Nc%13ccc(cc%13)C(C)C)c(Cl)c%13c(c2Cl)c3c2c(c45)c(c67)c(c89)c(c%10%11)c2c%12%13)cc1,S1c2ccc3Sc4ccc5Sc6ccc1c1c2c3c4c5c61
DOKQIG,CN(C)c1ccc(Nc2c(Cl)c3c4c(Cl)c(Nc5ccc(cc5)N(C)C)c(Cl)c5c6c(Cl)c(Nc7ccc(cc7)N(C)C)c(Cl)c7c8c(Cl)c(Nc9ccc(cc9)N(C)C)c(Cl)c9c%10c(Cl)c(Nc%11ccc(cc%11)N(C)C)c(Cl)c%11c%12c(Cl)c(Nc%13ccc(cc%13)N(C)C)c(Cl)c%13c(c2Cl)c3c2c(c45)c(c67)c(c89)c(c%10%11)c2c%12%13)cc1,S1c2ccc3Sc4ccc5Sc6ccc1c1c2c3c4c5c61
DOPCAP,S=P12c3c4Oc5cccc(Oc6cccc(Oc3ccc4)c16)c25,O=P12c3c4Oc5cccc(Oc6cccc(Oc3ccc4)c16)c25
DOQPIL,CC(=O)Sc1ccc(cc1)C#CC1=C2NC(=C(c3cc(cc(c3)C(C)(C)C)C(C)(C)C)C3=NC(=C(C#Cc4ccc(SC(C)=O)cc4)C4=CC=C(N4)C(=C4C=CC1=N4)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C=C3)C=C2,CC(=O)Sc1ccc(cc1)C#CC1=C2C=CC(=N2)C(=C2NC(=C(C#Cc3ccc(SC(C)=O)cc3)C3=NC(=C(C4=CC=C1N4)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C=C3)C=C2)c1cc(cc(c1)C(C)(C)C)C(C)(C)C
DOQZAN,N#CCCCCCCCCC#N,COc1cc2Cc3cc(OC)c(Cc4cc(OCCSc5ccncc5)c(Cc5cc(OC)c(Cc6cc(OC)c(Cc1cc2OC)cc6OC)cc5OC)cc4OCCSc1ccncc1)cc3OC
DOSYUI,Ic1ccc(I)cc1,CN(C)c1ccncc1
DOZGUX,OC(=O)C1=CC(=NN1)C(O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
DUBWEF,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CCOC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
DUCCAI,N#Cc1ccncc1,OC(=O)c1ccc(Cl)cc1
DUCDEN,CC(C)Cc1ccc(cc1)C(CB1OC(C)(C)C(C)(C)O1)C(O)=O,CC(C)(O)C(C)(C)O
EFOSEA,Cc1cncc(C)c1c1cccc2C(=O)c3cccc(c4c(C)cncc4C)c3C(=O)c12,Fc1c(F)c(N=Nc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I
EFOSIE,Cc1cncc(C)c1c1cccc2cc3cccc(c3cc12)c1c(C)cncc1C,Fc1c(F)c(N=Nc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I
FEPYUU01,S1C=CC=C1C1=CC=C(S1)C1=CC=C(S1)C1=CC=CS1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
FIVHOK,NC(=O)NN=CC1=CC=C(O1)N(=O)=O,OP(O)(O)=O
FIWYIW,N#Cc1ccncc1,OC(=O)c1ccc(F)cc1F
FIWYOC,OC(=O)c1cccc(Br)c1,N#Cc1ccncc1
FIXQUB,CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(O)C1=CN(N=N1)c1cc(cc(c1)C(C)(C)C)C(C)(C)C,C1CCOc2ccc(CCCc3cccc(n3)c3cccc(CCCc4ccc(OC1)cc4)n3)cc2
FIXRAI,CC(C)(C)c1cc(NC(=O)C=Cc2cc(cc(c2)C(C)(C)C)C(C)(C)C)cc(c1)C(C)(C)C,C1CCOc2ccc(CCCc3cccc(n3)c3cccc(CCCc4ccc(OC1)cc4)n3)cc2
FIXREM,CC(C)(C)c1cc(NC(=O)C=Cc2cc(cc(c2)C(C)(C)C)C(C)(C)C)cc(c1)C(C)(C)C,C1CCOc2ccc(COCc3cccc(n3)c3cccc(COCc4ccc(OC1)cc4)n3)cc2
FIXZUK,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45
FIYZUL,Fc1c(I)c(F)c(I)c(F)c1I,c1ccc(cc1)[As](c1ccccc1)c1ccccc1
FOBMIV,OC(=O)c1ccccc1,O=C1NC=CC=C1
FODLOC,c1ccc(cc1)c1cc(nc2ccc(cc12)c1ccncc1)c1ccccn1,OC(=O)c1c(F)c(F)c(Br)c(F)c1F
FOMSIM,CN1C=NC2=C1N=C(N)NC2=O,CN1C=CC(=NC1=O)N
FORYET,c1cc(ccn1)c1ccncc1,Oc1ccc(cc1)C1=CC(=O)c2c(O)cc(O)cc2O1
FOSDUP,S=C1NC(=S)NC(=S)N1,c1ncncn1
FOSFAX,S=C1NC(=S)NC(=S)N1,c1cnccn1
FOWKIO,CN1C(Sc2ccccc12)=NN=C1N(C)c2ccccc2N1C,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
FOWKOU,CN(C)C(=NN=C1Sc2ccccc2N1C)N(C)C,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
FOXBUS,BrC1=C(Br)C(=O)C(=C(C#N)C1=O)C#N,Cc1cccc2c1[Se]c1c(C)cccc21
FOXCAZ,ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N,Cc1cccc2c1[Se]c1c(C)cccc21
FOXCUT,Cc1cccc2c1Sc1c(C)cccc21,BrC1=C(Br)C(=O)C(=C(C#N)C1=O)C#N
FOXDAA,Cc1cccc2c1Sc1c(C)cccc21,ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N
FUBRAY,CCC(C(C)O)N1N=CN(C1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(OCC2COC(C2)(CN2C=NC=N2)c2ccc(F)cc2F)cc1,Nc1ccc(cc1)C(O)=O
GITRUZ,COC(C(=O)Oc1cc2Cc3cc(OCC4CCCCC4)c(Cc4cc(OCC5CCCCC5)c(Cc5cc(OCC6CCCCC6)c(Cc6cc(OCC7CCCCC7)c(Cc1cc2OCC1CCCCC1)cc6OCC1CCCCC1)cc5OCC1CCCCC1)cc4OCC1CCCCC1)cc3OCC1CCCCC1)(c1ccccc1)C(F)(F)F,CCCCCCCCBr
GIYLUY,CC(C)(C)c1ccc(cc1)C(O)=O,NNC(=O)c1ccncc1
GIYMAF,CC(C)(C)c1ccc(cc1)C(O)=O,CC(C)=NNC(=O)c1ccncc1
GIYMEJ,CCC(C)=NNC(=O)c1ccncc1,CC(C)(C)c1ccc(cc1)C(O)=O
GIYMIN,CC(C)(C)c1ccc(cc1)C(O)=O,O=C(NN=C(c1ccccc1)c1ccccc1)c1ccncc1
GIYMOT,CC(C)(C)c1ccc(cc1)C(O)=O,CC(CC(C)(C)O)=NNC(=O)c1ccncc1
GOBYEE,O=C1N([Se]c2ccccc12)c1ccccc1,CN(C)c1ccncc1
GOBYII,O=C1N(Cc2ccccc2)[Se]c2ccccc12,C1CN2CCN1CC2
GOBYOO,O=C1N(Cc2ccccc2)[Se]c2ccccc12,C1CN2CCC1CC2
GOBZAB,O=C1N(Cc2ccccc2)[Se]c2ccccc12,CN(C)c1ccncc1
GOBZOP,O=C1N2[Se]c3ccccc3C2=Nc2ccccc12,CN(C)c1ccncc1
GOGFOA,C(Cc1ccncc1)c1ccncc1,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
GOGGAN,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,c1cc(ccn1)c1ccncc1
GOGYEJ,OC(=O)CCCC(O)=O,Nc1cccc(Cl)n1
GOKPAA,Cc1ccc(cc1)N1C(=CC2=C1C=C(N2c1ccc(C)cc1)c1cccnc1)c1cccnc1,Oc1ccccc1
GOKPII,Oc1cc(F)c(F)c(F)c1,Cc1ccc(cc1)N1C(=CC2=C1C=C(N2c1ccc(C)cc1)c1cccnc1)c1cccnc1
GOKPUU,Cc1ccc(cc1)N1C(=CC2=C1C=C(N2c1ccc(C)cc1)c1cccnc1)c1cccnc1,Oc1c(F)c(F)c(F)c(F)c1F
GOKQIJ,Cc1ccc(cc1)N1C(=CC2=C1C=C(N2c1ccc(C)cc1)c1cccnc1)c1cccnc1,OC(=O)c1cc(F)c(F)c(F)c1
GOKQUV,OC(=O)c1ccccc1O,Cc1ccc(cc1)N1C(=CC2=C1C=C(N2c1ccc(C)cc1)c1cccnc1)c1cccnc1
GOMGEX,CC1CCC(C(C)C)C2(C1)CC(C)(C)N(C2N(c1ccccc1)c1ccccc1)c1c(cccc1C(C)C)C(C)C,N(c1ccccc1)c1ccccc1
GONSAG,N#Cc1cc(C#N)c2Oc3cc4Oc5nc(Oc6cc(Oc1n2)cc(Oc1nc(Oc(c3)c4)c(cc1C#N)C#N)c6)c(cc5C#N)C#N,Nc1cccc(N)c1
GOQREM,C1CC(CCC1N=Cc1ccncc1)N=Cc1ccncc1,OC(=O)c1ccc(SSc2ccc(cc2)C(O)=O)cc1
GUYYIL01,CN(C)C(N)=O,OC(=O)c1ccc(cc1N(=O)=O)N(=O)=O
GUZVEF,CN(C)C(N)=O,OC(=O)c1ccccc1C(O)=O
GUZXAD04,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,CN(C)C(N)=O
HIXVOC,C(Cc1ccncc1)c1ccncc1,Cc1ccc(cc1)S(=O)(=O)C(I)I
HIXVUI,Cc1ccc(cc1)S(=O)(=O)C(I)I,c1cc(ccn1)C=Cc1ccncc1
HIXWAP,Cc1ccc(cc1)S(=O)(=O)C(I)I,c1cc(ccn1)c1ccncc1
HIXYOF,CCc1ccccc1,C1CC(CCC1NC1(c2ccccc2)c2ccccc2Oc2ccccc12)NC1(c2ccccc2)c2ccccc2Oc2ccccc12
HIYJAD,O=C1C2CCCN2C(=O)C2CCCN12,OC(C1OC2(CCCCC2)OC1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
HIZBAW,Fc1c(F)c(I)c(F)c(F)c1I,C1CNCCNCCCNCCNC1
HIZBEA,Fc1c(F)c(I)c(F)c(F)c1I,CN(C)CCCCCCN(C)C
HIZBIE,Fc1c(F)c(I)c(F)c(F)c1I,C=Cc1ccncc1
HODPEY,OC(=CC(=O)c1ccccc1)c1ccccc1,OC(=CC(=O)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
HODPIC,OC(=CC(=O)C=C(O)c1ccccc1)c1ccccc1,OC(=CC(=O)C=C(O)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
HOFYOT,NC(=O)c1ccncc1,OC(=O)CCCCCC(O)=O
HOFYUZ,OC(=O)CCCCCCCC(O)=O,NC(=O)c1ccncc1
HOGJIZ,OC(=O)CCCC(O)=O,O=C(NN=Cc1ccccn1)c1ccccc1
HOGJOF,O=C(NN=Cc1ccccn1)c1ccccc1,CC(=CC(O)=O)C(O)=O
HOGLAT,Oc1c(F)cc(F)cc1F,c1cc(ccn1)C=Cc1ccncc1
HOGLEX,Oc1c(Cl)cc(Cl)cc1Cl,c1cc(ccn1)C=Cc1ccncc1
HOGLIB,Oc1c(Br)cc(Br)cc1Br,c1cc(ccn1)C=Cc1ccncc1
HOGLOH,Oc1c(I)cc(I)cc1I,c1cc(ccn1)C=Cc1ccncc1
HOGNUP,CCC=CCC,Cc1ccnc(c1)c1nccc2C3C4c5c(ccnc5c5cc(C)ccn5)C(C(c12)c1c3ccnc1c1cc(C)ccn1)c1ccnc(c2cc(C)ccn2)c41
HOKSUY,CC(C)c1cccc(C(C)C)c1N1[C]N(C=C1)c1c(cccc1C(C)C)C(C)C,N1c2ccccc2c2ccccc12
HOLGAT,CCOc1cc2Cc3cc(OCC)c(Cc4cc(OCC)c(Cc5cc(OCC)c(Cc6cc(OCC)c(Cc1cc2OCC)cc6OCC)cc5OCC)cc4OCC)cc3OCC,ClCC=CCCl
HOLHIC,NC(N)=NC1=NC(=CS1)CSCCC(N)=NS(N)(=O)=O,OC(=O)CC(O)=O
HORVUI,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,FC1=C(F)C(=O)C(=C(F)C1=O)F
HORWIX,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,NC(=O)N1c2ccccc2C=Cc2ccccc12
HOSFIH,Cc1ccc(cc1)C1C=Cc2cc(Br)c(Br)cc2C1O,O=C(C=Cc1ccccc1)C=Cc1ccccc1
HOSSOA,C1N2CN3CN1CN(C2)C3,Oc1cccc(O)c1O
HOTGOP,CN(C)c1ccc(cc1)C=NNC(N)=S,CN(C)c1ccc(C=O)cc1
HOWLAJ,CN1C=NC2=C1C(=O)NC(=O)N2C,OC(=O)c1ccc(O)cc1O
HOWLEN,CN1C=NC2=C1C(=O)NC(=O)N2C,OC(=O)c1cc(O)ccc1O
HOWLOX,CN1C=NC2=C1C(=O)NC(=O)N2C,OC(=O)c1ccc(O)c(O)c1
HOWLUD,CN1C=NC2=C1C(=O)NC(=O)N2C,OC(=O)c1cc(O)cc(O)c1
HOWXAV,c1cc(ccn1)N=Nc1ccncc1,OC(=O)c1ccc(cc1)C(O)=O
HOWZIF,C(Cc1ccncc1)c1ccncc1,OC(=O)c1ccc(cc1)C(O)=O
HOXBOO,OC(=O)c1ccc(cc1)C(O)=O,c1cc(ccn1)C=Cc1ccncc1
HOXFAE,C(Cc1ccncc1)c1ccncc1,Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1
HOXFEI,Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1,c1cc(ccn1)C=Cc1ccncc1
HOXGEJ,c1cc(ccn1)N=Nc1ccncc1,Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1
HOXGOT,Oc1cccc(c1)N(=O)=O,C1CN2CN3CN1CN(C2)C3
HOXGUZ,Oc1cccc(c1)N(=O)=O,C1CN2CN3CCN(CN1C3)C2
HOXRIY,CC(Oc1ccc(COc2ccc(Cl)cc2)cc1)C(O)=O,NC(=O)c1ccncc1
HOYZON,OC(=O)C=CC(O)=O,CS(=O)(=O)c1ccc(cc1)C1=CN=C2C=CC(=NN12)c1cccc(c1)S(C)(=O)=O
HOYZUT,OC(=O)CCCC(O)=O,CS(=O)(=O)c1ccc(cc1)C1=CN=C2C=CC(=NN12)c1cccc(c1)S(C)(=O)=O
HOZBAC,OC(=O)CCCCC(O)=O,CS(=O)(=O)c1ccc(cc1)C1=CN=C2C=CC(=NN12)c1cccc(c1)S(C)(=O)=O
HUDRAC,OC(=O)C1CCCN1,FC(F)(F)C1(OC(=O)Nc2ccc(Cl)cc12)C#CC1CC1
IFEFUX,OC(=O)c1ccccc1O,CN1N(C(=O)C(=C1C)NC(C)=O)c1ccccc1
IFEGAE,Nc1ccccc1C(O)=O,CN1N(c2ccccc2)C(=O)C(=C1C)N
JIPDAQ,O=C1NC(=NO1)c1ccccc1,CCc1ccc(cc1)C#Cc1nc(N)c2ccccc2c1c1ccc(CC)cc1
JIWJEH,CC1(O)CCC2C3CCC4CC5=C(CC4(C)C3CCC12C)C=NN5,OC(=O)c1cc(O)ccc1O
JIWJIL,CC1(O)CCC2C3CCC4CC5=C(CC4(C)C3CCC12C)C=NN5,OC(=O)c1ccccc1C(O)=O
JIYVEV,Clc1c(Cl)c(Cl)c(C#N)c(C#N)c1Cl,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61
JIYVOF01,Clc1c(Cl)c(Cl)c(C#N)c(C#N)c1Cl,c1ccc2c(c1)ccc1c3ccccc3ccc21
JOBROK,Oc1ccc(cc1)c1ccc(O)cc1,COc1cccc(C=Nc2cccnc2)c1O
JOCSEC,CN1C=CNC1=S,O=N(=O)N1C2C3N(C4C1N(C(C(N2N(=O)=O)N3N(=O)=O)N4N(=O)=O)N(=O)=O)N(=O)=O
JOCTAZ,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,CC1=C(N=CN1)N(=O)=O
JOFJAS,Clc1c(Cl)c(I)c(Cl)c(Cl)c1I,c1cc(ccn1)C=Cc1ccncc1
JOFJEW,c1cc(ccn1)C#Cc1ccncc1,Clc1c(Cl)c(I)c(Cl)c(Cl)c1I
JOFNUQ,c1cc(ccn1)N=Nc1ccncc1,Clc1c(Cl)c(I)c(Cl)c(Cl)c1I
JOHXAI,Brc1c2ccccc2cc2ccccc12,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
JOJXAK,OC(=O)c1cc(Cl)cc(Cl)c1O,Cc1nccnc1C
JOJXEO,OC(=O)c1cc(Cl)cc(Cl)c1O,Cc1cnc(C)cn1
JOJXIS,OC(=O)c1cc(Cl)cc(Cl)c1O,Cc1cnc(C)c(C)n1
JOKYOA,c1ccc(cc1)c1ccncc1,Nc1ccc(cc1)S(=O)(=O)Nc1ccc(Cl)nn1
JOMHIF,OCC#CCO,c1cncc(c1)C=Cc1cccnc1
JOMHOL,OCC#CCO,c1cc(ccn1)C=Cc1ccncc1
JONJUU,N#CC(C#N)=C1C2=C(C=CS2)C(C2=C1C=CS2)=C(C#N)C#N,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45
JOSPEP,NC(=O)c1ccccc1O,CC(C(O)=O)c1ccc(c(F)c1)c1ccccc1
JOSPIT,NC(=O)c1ccccc1,CC(C(O)=O)c1ccc(c(F)c1)c1ccccc1
JOSPOZ,NC(=O)c1ccccn1,CC(C(O)=O)c1ccc(c(F)c1)c1ccccc1
JOWFIN,c1ccc(cc1)C=Cc1ccccc1,N#Cc1cc(C#N)c(cc1C#N)C#N
KIPWEO,NC(N)=S,O=C1CC(=O)NC(=O)N1
KIPWIS,NC(N)=S,O=C1CC(=O)NC(=S)N1
KODSAA,CC(C)c1cccc(C(C)C)c1P([As](Cl)P(c1c(cccc1C(C)C)C(C)C)c1c(cccc1C(C)C)C(C)C)c1c(cccc1C(C)C)C(C)C,CC(C)c1cccc(C(C)C)c1P(P(c1c(cccc1C(C)C)C(C)C)c1c(cccc1C(C)C)C(C)C)c1c(cccc1C(C)C)C(C)C
KOFXIP,O=Cc1ccccc1,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O
KOKPEI,C1CCCOc2ccc(cc2)c2cccc(n2)c2cccc(CCCc3ccc(OCC1)cc3)n2,COc1ccc(cc1)C(CO)N1Cc2ccc(CCCCCCCCCc3ccc(COc4cccc(c4)N4C=C(C1)N=N4)cc3)cc2
KORHAD,OC(=O)C(O)=O,CC1=NN(Cc2ccc(cc2)C#N)C(=C1)C
KOWVIE,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,CSC1=C(C)SC(S1)=C1SC(=C(SC)S1)C
KOWXIG,OC(=O)c1ccc(O)cc1,CC1N(C(CO)Cc2c(CCC(C)(C)O)cccc12)C(=O)Cc1c(Cl)cccc1Cl
KOXDOT,C1CNCCN1,Cc1cccc(O)c1
KOXDUZ,C1CNCCN1,Cc1ccccc1O
KOXFAH,Cc1ccc(O)cc1,C1CNCCN1
KOXSEY,OC(=O)CCCC(O)=O,OC(=O)c1ccc(O)cc1
KOYJUG,FC(F)(F)c1cc2c(cc3c(cc(cc3C(F)(F)F)C(F)(F)F)c2C(F)(F)F)c(c1)C(F)(F)F,c1ccc2cc3ccccc3cc2c1
KOYKAN,c1ccc2cc3ccccc3cc2c1,FC(F)(F)c1cc2c(cc1C(F)(F)F)c(c1cc(c(cc1c2C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
KOYKER,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,FC(F)(F)c1cc2c(cc1C(F)(F)F)c(c1cc(c(cc1c2C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
